FRAME DPS 475  LEITCH;DPS 475;BG475A0048;4156;;ALMOX-A3;10/08/2023;ALM A4 12/09/2021(INVT 08/2023);;
MONITOR KDL-24R425A SONY;KDL-24R425A;8510611;4859;ALMOX;EVENTO RJ;21/03/2022;SAIU EVENTO RJ 21/03/2022 (KLEBERSON);;
SPECTRUM TE900A  ATCI;TE900A;1053;4154;CASA.33;LABORATORIO (DEFEITO);16/03/2022;DEFEITO LABORATORIO 16/03/2022 (V.C.33 VAGNER);;
HPA XTRS-200C XICOM TECHNOLOGY;XTRS-200C;14328;4857;MCR;TV ALTEROSA (SBT);15/03/2022;SEPARADO BH TV ALTEROSA 16/03/2022 (CASSIO);;
HPA XTRS-50C XICOM;XTRS-50C;13012;4321;ALMOX;MCR;15/03/2022;SAIU MCR 15/03/2022 (CAIO);;
RECEPTOR TS7200-HD TEC SYS S/D;TS7200-HD;AKJACI00051;4567;LABOTATORIO TESTE;ALMOX-A2;07/08/2023;ALMOX A2 V CASSIO (INVT 08/2023);;
DISTRIBUIDOR FR6822+ HARRIS;FR6822+;2414098948;4844;;ALMOX;03/03/2022;ALM RACK 03/03/2022 (V.CASSIO);COMPRADO TV7;
RECEPTOR UC-IRD+ UPCOM;UC-IRD+;PB21009520055;4648;LABORATORIO;BETEL MANUTENCAO;03/03/2022;SAIU MANUTENÇÃO BETEL 03/03/2022;;
RECEPTOR UC-IRD+ UPCOM;UC-IRD+;PK26D04120172;4382;LABORATORIO;BETEL MANUTENCAO;03/03/2022;SAIU MANUTENÇÃO BETEL 03/03/2022;;
HPA XTRD-400C XICOM TECH;XTRD-400C;14705 (ERA 8775);4838;;CASA.46;02/03/2022;SAIU C.46 02/03/2022 (CASSIO);;ALTERADO = 8783
MATRIX SL-16S-CP NEVION;SL-165-CP;1251430184;4835;ALMOX;EMPRESTIMO (MARCIO);02/03/2022;SAIU EMPRESTIMO 02/03/2022 (MARCIO);;
PAINEL NTWP-16-PROXY MIRANDA;NTW-P-16-PROXY;0558-0160;4836;ALMOX;EMPRESTIMO (MARCIO);02/03/2022;SAIU EMPRESTIMO 02/03/2022 (MARCIO);;
SPECTRUM ANALYZER 8591E HP;8591E;3746A06693;4787;CASA.46;CASA.46;02/03/2022;INSTALADO C.46  02/03/2022(CASSIO);;
SWITCH REDUNDANCIA USS0212 NEWTEC;USS 0212;40000371;4574;CASA.53;ALMOX-A3;10/08/2023;ALM V.CASA.53 27/02/2022 (CASSIO)(INVT 08/2023);;
AMPLIF AUDIO  PCR POWERCLICK;PCR;SEM SERIAL;4829;NOVO;ALMOX;25/02/2022;ALM D3 25/02/2022 (NOVO VEIIO KLEBERSON);25/02/2022 DANFE KLEBERSON DEEP SOUND;
AMPLIF AUDIO  PCR POWERCLICK;PCR;SEM SERIAL;4830;NOVO;ALMOX;25/02/2022;ALM D3 25/02/2022 (NOVO VEIIO KLEBERSON);25/02/2022 DANFE KLEBERSON DEEP SOUND;
AMPLIF AUDIO  PCR POWERCLICK;PCR;SEM SERIAL;4832;NOVO;ALMOX;25/02/2022;ALM D3 25/02/2022 (NOVO VEIIO KLEBERSON);25/02/2022 DANFE KLEBERSON DEEP SOUND;
FONE SHL 3075 PHILPS;SHL 3075;SEM SERIAL;4029;NOVO(CINELIVE);CASA.07;23/02/2022;SAIU C.07 23/02/2022 (PEDRO);03/09/2021(V.CINELIVE SEM NOTA ALEX);
MONITOR DT-V9L1DU JVC;DT-V9L1DU;083E0575;4004;ALMOX;VILA MATILDE;23/02/2022;SAIU KLEBERSON 23/02/2022 EV. LAUDSON;;
MONITOR DT-V9L1DU JVC;DT-V9L1DU;07590018;4003;ALMOX;VILA MATILDE;23/02/2022;SAIU KLEBERSON 23/02/2022 EV. LAUDSON;;
ROTEADOR DIR-809 D-LINK;DIR-809;RZNH2F9004211;4828;ALMOX;CASA.07;23/02/2022;SAIU C.07 23/02/2022 (PEDRO);23/02/2022;
REMOTE 16R-250L12C000 ADVANTEC;16R-250L12C000;AMT-C9675;4529;LABORATORIO;SEPARADO FLY PERU;16/02/2022;ALM A2 16/02/2022 (V.CASSIO);VERIFICAR NUMERO DE SÉRIE17/07/2023;
ENCODER HVE9100S NTT ELETRON;HVE9100S;E10061259;4827;CASA.46;CASA.46;15/02/2022;INSTALADO NO CASA.46 15/02/2022;15/02/2022 - NÃO CONST. SIST;ALTERADO:S/N:E10030858
ENCODER HVE9100S NTT ELETRON;HVE9100S;E10061256;4826;CASA.46;CASA.46 ;15/02/2022;INSTALADO NO CASA.46 15/02/2022;;
MODULDOR AZ110 NEWTEC;AZ110;40000469;4799;;CASA.46;15/02/2022;SAIU CASSIO ALMIRANTTE 23/06/17;;
RECEPTOR UC-IRD+ UPCOM;UC-IRD+;PK26D04120076;4647;ALMOX;CASA.46;15/02/2022;INSTALADO NO CASA.46 15/02/2022;;
INTERFACE CONNECT TRIO RIEDEL;CONNECT TRIO;4408017130110;4781;CASA.07(TRAVANDO);VILA MATILDE;14/02/2022;SAIU VILA MATILDE 14/02/2022( A PEDIDO DO LAUDOSN);;
INTERFACE CONNECT TRIO RIEDEL;CONNECT TRIO;4408022140111;4780;ALMOX;VILA MATILDE;14/02/2022;SAIU VILA MATILDE 14/02/2022( A PEDIDO DO LAUDOSN);;
HPA XTRS-100C XICOM TECHNOLOGY;XTRS-100C;13582;4345;SBT - BELEM;MANUTENÇÃO BETA ;10/02/2022;SEPARADO MANUTENÇÃO BETA 10/02/2022;;
HPA XTRS-200C XICOM TECHNOLOGY;XTRS-200C;12901/ ATUAL (17641);4346;SBT - BELEM;MANUTENÇÃO BETA ;10/02/2022;SEPARADO MANUTENÇÃO BETA 10/02/2022;;
MONITOR PBM-217S PLURA;PBM-217S;10KPL170L280172;4270;CASA.33;RIOT;10/02/2022;SAIU RIOT 10/02/2022 (NÃO ME AVISARAM) WILSON  QUE LEVOU;;
RECEPTOR UC-IRD+ UPCOM;UC-IRD+;PB38001210068;4646;PREDIO CINELIVE;BETEL MANUTENCAO;09/02/2022;SAIU MANUTENÇÃO BETEL 09/02/2022;;
RECEPTOR UC-IRD+ UPCOM;UC-IRD+;PK26D04120189;4645;PREDIO CINELIVE;BETEL MANUTENCAO;09/02/2022;SAIU MANUTENÇÃO BETEL 09/02/2022;;
SPLITER RF LS162150 QUINTECH;LS162150;05186-0006;4822;ALMOX;MCR;09/02/2022;SAIU MCR 09/02/2022 (CAIO);;
SPLITER RF LS162150 QUINTECH;LS162150;05186-0001;4823;ALMOX;MCR;09/02/2022;SAIU MCR 09/02/2022 (CAIO);;
AMPLIF AUDIO  PCR POWERCLICK;PCR;SEM SERIAL;4700;CASA.07;MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;15/06/2021  DANFE:0528- DEEP SOUND;
AMPLIF AUDIO  PCR POWERCLICK;PCR;SEM SERIAL;4699;CASA.07;MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;15/06/2021  DANFE:0528- DEEP SOUND;
AMPLIF AUDIO  PCR POWERCLICK;PCR;SEM SERIAL;4701;CASA.07;MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;15/06/2021  DANFE:0528- DEEP SOUND;
AMPLIF AUDIO  PCR POWERCLICK;PCR;SEM SERIAL;4702;CASA.07;MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;15/06/2021  DANFE:0528- DEEP SOUND;
AMPLIF AUDIO  PCR POWERCLICK;PCR;SEM SERIAL;4703;CASA.07;MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;15/06/2021  DANFE:0528- DEEP SOUND;
AMPLIF AUDIO  PCR POWERCLICK;PCR;SEM SERIAL;4817;CASA.07;MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;15/06/2021  DANFE:0528- DEEP SOUND;
AMPLIF AUDIO  PCR POWERCLICK;PCR;SEM SERIAL;4819;NOVO;MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;15/06/2021  DANFE:0528- DEEP SOUND;
AMPLIF AUDIO  PCR POWERCLICK;PCR;SEM SERIAL;4818;NOVO;MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;15/06/2021  DANFE:0528- DEEP SOUND;
FONE SHL 3075 PHILPS;SHL 3075;SEM SERIAL;4023;NOVO(CINELIVE);MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;03/09/2021(V.CINELIVE SEM NOTA ALEX);
FONE SHL 3075 PHILPS;SHL 3075;SEM SERIAL;4024;NOVO(CINELIVE);MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;03/09/2021(V.CINELIVE SEM NOTA ALEX);
FONE SHL 3075 PHILPS;SHL 3075;SEM SERIAL;4026;NOVO(CINELIVE);MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;03/09/2021(V.CINELIVE SEM NOTA ALEX);
FONE SHL 3075 PHILPS;SHL 3075;SEM SERIAL;4027;NOVO(CINELIVE);MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;03/09/2021(V.CINELIVE SEM NOTA ALEX);
FONE SHL 3075 PHILPS;SHL 3075;SEM SERIAL;4028;NOVO(CINELIVE);MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;03/09/2021(V.CINELIVE SEM NOTA ALEX);
FONE SHL 3075 PHILPS;SHL 3075;SEM SERIAL;4034;NOVO(CINELIVE);MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;03/09/2021(V.CINELIVE SEM NOTA ALEX);
FONE SHL 3075 PHILPS;SHL 3075;SEM SERIAL;4036;NOVO(CINELIVE);MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;03/09/2021(V.CINELIVE SEM NOTA ALEX);
FONE SHL 3075 PHILPS;SHL 3075;SEM SERIAL;4038;NOVO(CINELIVE);MCR;08/02/2022;SAIU MCR 08/02/2022 (OSMAR/KLEBERSON;03/09/2021(V.CINELIVE SEM NOTA ALEX);
MONITOR DT-V17 L3D JVC;DT-V17 L3DUA;123E0108;7001;CASA.07;CASA.03;04/02/2022;SAIU C.03 04/02/2022 (CASSIO/CAIO);;
RECEPT TS7200-HD 16/AS TEC SYS;TS7200-HD 16APSK/ASI;AMGACL00021;4814;LABORATORIO;ALMOX-A2;07/08/2023;ALM A2 04/02/2022 (V.CASSIO) (INVT 08/2023);;
RECEPT TS7200-HD 16/AS TEC SYS;TS7200-HD 16APSK/ASI;AMGACL00026;4803;CASA.46;ALMOX-A2;07/08/2023;ALM A2 04/02/2022 (V.C.46 CASSIO) (INVT 08/2023);;
REMOTE 16R250012000 ADVANTECH;16R250012000;AMT-C5954;4530;RECIFE FLY 01 CASSIO;ALMOX-F2;17/08/2023;ALM A2 04/02/2022 (V.CASSIO);;
DECODER DR5000 ATEME;DR5000 HEVC;1903-08037;4618;SBT - SP;CASA.03;03/02/2022;SAIU C.03 03/02/2022 (CASSIO);;
SWITCHER AW-HS50N PANASONIC;AW-HS50N ;C4TBA0017;4210;ALMOX;VILA MATILDE;03/02/2022;SAIU VILA MATILDE 03/02/2022 (LAUDSON);;
ENCODER HVE9100 NTT ELETRON;HVE9100;E09040681;4378;LABORATÓRIO;CASA.46 ;02/02/2022;SAIU CASA.46 02/02/2022 (CASSIO);;
MODULADOR M6100 NEWTEC;M6100;200015660;4576;ALMOX;CASA.46;02/02/2022;SAIU CASA.46 02/02/2022 (CASSIO);;
MODULADOR M6100 NEWTEC;M6100;200015664;4577;ALMOX;CASA.46;02/02/2022;SAIU CASA.46 02/02/2022 (CASSIO);;
FRAME FA-9500 FOR A;FA-9500;13711456;4123;CASA.52;CASA.46;01/02/2022;SAIU C.46 01/02/2022 (CASSIO);;
SWITCHER AW-HS50N PANASONIC;AW-HS50N ;C4TBA0032;4254;CASA.30;EMPRESTIMO PEDRO;31/01/2022;SAIU EMPRESTIMO PEDTRO TOMIM 31/01/2022;;
TRIPE AT-7402A E-IMAGE;AT-7402A;SEM SERIAL;4790;ALMOX;EMPRESTIMO PEDRO;31/01/2022;SAIU EMPRESTIMO PEDRO 31/01/2022;31/01/2022 ( NÃO CONST. SIST.);
HPA SSPBMG-K200CRE ADVANTECH;SSPBMG-K200CRE;AMT-C4330;4323;CINELIVE;CONTEINER BRANCO;27/01/2022;SAIU CONTEINER BAND 27/01/2022 CASSIO;;
INTERFACE CONNECT TRIO RIEDEL;CONNECT TRIO;4,40802E+12;4779;ALMOX;CASA.07;25/01/2022;SAIU C.07 25/01/2022 (PEDRO);;
FONE AM-100/2S ALTAIR;AM-100/2S;N/C;4332;PREDIO;ALMOX;21/01/2022;ALM E2 21/01/2022 (V.PREDIO OTONIZIO);;
KIT DE LUZ WV-5597 WORLD WIEW;WV-5597;SEM SERIAL;4229;CASA.07;CASA.07;21/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
KIT DE LUZ WV-5597 WORLD WIEW;WV-5597;SEM SERIAL (S/FONTE QUEIMOU);4228;CASA.07;CASA.07;21/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
AMPLIFICADOR PMSSP ROLLS;PMSSP;1411489;4725;;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
AMPLIFICADOR PMSSP ROLLS;PMSSP;1411495;4145;CASA.52;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
AMPLIFICADOR PMSSP ROLLS;PMSSP;1411486;4727;;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
AMPLIFICADOR PMSSP ROLLS;PMSSP;1411484;4726;;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
AMPLIFICADOR PMSSP ROLLS;PMSSP;1411492;4246;CASA.07;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
BELT PACK C3 PERFORMER RIEDEL;C3 PERFORMER;100126110939;4098;CASA.36-SEPARADO;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
BELT PACK C3 PERFORMER RIEDEL;C3 PERFORMER;100117110092;4099;CASA.36-SEPARADO;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
BELT PACK C3 PERFORMER RIEDEL;C3 PERFORMER;3100139080243;4093;CASA.36-SEPARADO;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
BELT PACK C3 PERFORMER RIEDEL;C3 PERFORMER;080979;4094;CASA.36-SEPARADO;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
BELT PACK C3 PERFORMER RIEDEL;C3 PERFORMER;140901;4227;ALMOX;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
BELT PACK C3 PERFORMER RIEDEL;C3 PERFORMER;100021140543;4097;CASA.36-SEPARADO;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
CHIPCELL ITC 4000I INTELBRAS;ITC 4000I;DCRB04046406L;4152;CASA.03;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
DECODER DR8400 ATEME;DR8400;1240-00875;4736;LABORATORIO;PREDIO 197;20/01/2022;SAIU PREDIO 197 20/01/2022 (CASSIO);;
FONE AM-100/2S ALTAIR;AM-100/2S;N/C;4728;;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
FONE AM-100/2S ALTAIR;AM-100/2S;N/C;4729;;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
FONE AM-100/2S ALTAIR;AM-100/2S;N/C;4146;CASA.52;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
FONE SHL 3075 PHILPS;SHL 3075;SEM SERIAL;4030;CASA.07;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);03/09/2021(V.CINELIVE SEM NOTA ALEX);
FONE SHL 3075 PHILPS;SHL 3075;SEM SERIAL;4031;CASA.07;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);03/09/2021(V.CINELIVE SEM NOTA ALEX);
MIC DE MAO E845S SENNHEISER;E845S;;4739;;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
MIC DE MAO E845S SENNHEISER;E845S;;4732;;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
MIC DE MAO E845S SENNHEISER;E845S;;4735;;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
MIC DE MAO E845S SENNHEISER;E845S;SEM S/N;4733;;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
MIC DE MAO E845S SENNHEISER;E845S;SEM S/N;4734;;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
MICROFONE  SV100 SHURE;SV100;3SI08452411;4740;NOVO;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);07/08/2020;
MICROFONE  SV100 SHURE;SV100;3SI08452372;4741;NOVO;CASA.07;20/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);07/08/2020;
MULTIPLEXER TS9600-4 TEC SYS;TS9600-4;JFDI00011;4558;CASA.32;CONT.02 DEFEITO;20/01/2022;ALM CONT.02 DEFEITO 20/01/2022 (V,C.32 CASSIO);;
MULTIPLEXER TS9600-4 TEC SYS;TS9600-4;AMHALD00009;4559;CASA.32;CONT.02 DEFEITO;20/01/2022;ALM CONT.02 DEFEITO 20/01/2022 (V,C.32 CASSIO);;
SWITCHER 6241HDXL KRAMER;6241HDXL;03130142400012;4738;ALMOX;CASA.32;20/01/2022;SAIU C.32 18/01/2022 (CASSIO);;
ENCODER EN5990 TANDBERG;EN5990;TB12556;4717;MULTIVIDEO;ALMOX-A4;17/08/2023;ALM A4 19/01/2022 (V.MULTIVIDEO CASSIO);;
MODULADOR TS9500 V5 TEC SYS;TS9500 V5;AMCAXB00010;4718;MULTIVIDEO;ALMOX;19/01/2022;ALM A2 19/01/2022 (V.MULTIVIDEO CASSIO);;
"MONITOR 19"" SMARTVIEW 4K BLACK MAGIC";HDL-SMTV4K12G2;6363631;4719;MCR;CASA.07;19/01/2022;SAIU C.07 18/01/2022 KLEBERSON ;18/05/2020;
MONITOR SGUN32F5500AGX SAMSUNG;SGUN32F5500AGX;Y15N3XBF202915X;4714;CASA.32;CONT.02 DEFEITO;19/01/2022;ALM V.C.32  19/01/2022 DEFEITO (CASSIO );;
RECEP DIGITAL BS9500 BEDIN;BS9500;BS1118002895;4722;;CASA.07;19/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);19/01/2022 (NO SIST);
SPECTRUM ANALYZER 8591E HP;8591E;3801A06967;4715;LCV;CASA.46;19/01/2022;SAIU MANUTENÇÃO LCV 19/01/2022;;
CONV  SDI TO HDMI  BLACK MAGIC;SDI TO HDMI ;SEM SERIAL;4711;;CASA.07;18/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
ENCODER HVE9100 NTT ELETRON;HVE9100;E09040684;4698;CASA.07;CASA.07;18/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
FRAME FA-9520 FOR A;FA-9520 ;14880366;4694;CASA.07;CASA.07;18/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);11/01/2021 (NÃO ESTAVA NO SISTEMA);
FRAME FA-9520 FOR A;FA-9520 ;14880361;4723;ALMOX;CASA.07;18/01/2022;SAIU C.07 18/01/2022 (KLEBERSON);19/01/2022NÃO ESTAVA NO SISTEMA);
MONIT AUD ULTHD BLACK MAGIC;AUD ULTHD 4K;1796796;4049;CASA.47;CASA.07;18/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
MONITOR AMU1-3G DOLBY E;AMU1-3G;66781;4708;CASA.32;FLY SEPARADA PERU 2023;31/07/2023;SEPARADA FLY PERU LABORATORIO 31/07/2023 (CASSIO);08/10/2020 (TRANSLINK);
MONITOR DT-V17 L3D JVC;V17 L3DUA;123E0062;7000;ALMOX;CASA.07;18/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
MONITOR DT-V17 L3D JVC;DT-V17 L3D;1,23E+138;4095;CASA.07;CASA.07;18/01/2022;SAIU C.07 22/09/2021 (PEDRO) ;;
PATCH PPE2224SVJTBK ADC;PPE2224SVJTBK;1258457;4716;;CASA.32;18/01/2022;SAIU C.32 18/01/2022 (CASSIO);;
SPECTRUM ANALYZER 8591E HP;8591E;3710A06247;4414;CASA.07;CASA.07;18/01/2022;SAIU C.07 18/01/2022 (KILKA/OSMAR);;
BISS SCRAMB TS9010 TEC SYS;TS9010;AKFATT00007;4339;MCR;ALMOX-A2;07/08/2023;ALM A2 13/01/2022 (V.MCR PEDRO) (INVT 08/2023);;
BISS SCRAMB TS9010 TEC SYS;TS9010;ALBAVH00001;4343;MCR;ALMOX-A2;07/08/2023;ALM A2 13/01/2022 (V.MCR PEDRO) (INVT 08/2023);;
ENCODER E-90C SCOPUS;UE9000;E2735;4686;MCR;ALMOX;13/01/2022;ALM  RACK 110 13/01/2022 (V.MCR PEDRO);;
MODULADOR S.7500 SCOPUS;S.7500;00110299;4687;MCR;ALMOX;13/01/2022;ALM  RACK 10 13/01/2022 (V.MCR PEDRO);;
SPECTRUM ANALYZER 8591A HP;8591A ;3801A06822;4115;CASA.52;LABORATORIO;13/01/2022;SAIU MANUTENÇÃO LCV 13/01/2022;;G480113X (ANTIGO)
MONITOR LMD-172W SONY;LMD-172W;2003759;4678;;ALMOX;12/01/2022;ALM C3 12/01/2022 (INVT);;
PATCH AUDIO PPB3-14MKINS  ADC;PPB3-14MKINS;225309398;4676;CASA.17;ALMOX;11/01/2022;ALM RACK 05 11/01/2022 V.C.17 CASSIO;;
REMOTE 16R250012000 ADVANTECH;16R250012000;AMT-C5949;4673;CASA.46;CASA.52;11/01/2022;SAIU C.52  11/01/2022 EXTERIOR;;
ENCODER HVE9100 NTT ELETRON;HVE9100;E10030857;4670;LINE UP;LABORATORIO;10/01/2022;SAIU LABORATORIO 10/01/2022 (V.LINE UP);10/01/2022 ( NOSIST) v. LINE UP);
ENCODER HVE9100 NTT ELETRON;HVE9100;E10030849;4672;LINE UP;LABORATORIO;10/01/2022;SAIU LABORATORIO 10/01/2022 (V.LINE UP);Não constava no sist. 09/06/2021;
ENCODER HVE9100S NTT ELETRON;HVE9100S;F12061832;4671;LINE UP;LABORATORIO;10/01/2022;SAIU LABORATORIO 10/01/2022 (V.LINE UP);10/01/2022 ( NOSIST) v. LINE UP);
ENCODER SE 4000 TIERNAN;SE 4000;0800001212;4669;;MCR;10/01/2022;ALM Q4 01/06/15 2015 OK;;
ENCODER SE 4000 TIERNAN;SE 4000;0800001084;4668;MCR;MCR;10/01/2022;ALM 2020/06/05/20 A2 (VEIO MCR);;
ENCODER E5710 TANDBERG;E5710;TB12576;4659;;ALMOX-A4;17/08/2023;ALM A4 07/01/2022 (INVT);;
ENCODER EN5920 TANDBERG;EN5920;212;4662;;ALMOX-A4;17/08/2023;ALM A4 07/01/2022 (INVT);;
GRAV HYPERDECK STUDIO BLA MAG;HYPERDECK STUDIO;1851251;4181;EMPRESTIMO PEDRO;MCR;06/01/2022;SAIU MCR 06/01/2022 (KLEBERSON);;
MONIT AUD ULTHD BLACK MAGIC;AUD ULTHD 4K;1796621;4654;CASA.32;CASA.52;06/01/2022;SAIU C.52 06/01/2022 (CASSIO);;
MULTIFRAME 7800FR EVERTZ;7800FR;2369030046;4622;MCR;PREDIO 197;06/01/2022;SAIU PREDIO 06/01/2022 (CASSIO);28/12/2021(V.MCR NÃO CONST. SIST);
PATCH PPE2226SVJTBK ADC;PPE2226SVJTBK (26);1258459;4657;ALMOX;MCR;06/01/2022;SAIU MCR 06/01/2022 (KLEBERSON);;
PATCH PPE2226SVJTBK ADC;PPE2226SVJTBK (26);1258459;4656;ALMOX;MCR;06/01/2022;SAIU MCR 06/01/2022 (KLEBERSON);;
MULTIPLEXER MX5620 TANDBERG;MX5620;TB12510;4651;ALMOX;ALMOX-A4;17/08/2023;ALM A4 05/01/2022 INVT;;
MULTIPLEXER MX5620 TANDBERG;MX5620;TB12478;4650;ALMOX;ALMOX-A4;17/08/2023;ALM A4 05/01/2022 INVT;;
HPA ALGA MICRO 10353-2  APOLLO;10353-2;90705;4089;BETA;TV-ARATU;04/01/2022;SAIU TV ARATU 04/01/2022 (CASSIO);;
MONITOR P2418HT DELL;P2418HT;CN-0TNDG7-WSL00-0BO-FQGL-A18;4641;NOVO;SEPARADO - LAUDSON;04/01/2022;SEPARADO LAUDSON 04/01/2022;04/01/2022 (V.ALEX) SEM NOTA;
MONITOR P2418HT DELL;P2418HT;CN-0TNDG7-WSL00-0BO-FQCL-A18;4642;NOVO;SEPARADO - LAUDSON;04/01/2022;SEPARADO LAUDSON 04/01/2022;04/01/2022 (V.ALEX) SEM NOTA;
ENCODER EN5990 TANDBERG;EN5990;TB13788;4636;CONTEINER BAND;ALMOX-A4;17/08/2023;ALM A4 03/01/2022 (V.CONTEINER BANK CASSIO);;
ENCODER EN5990 TANDBERG;EN5990;TB16033;4638;CONTEINER BAND;ALMOX;03/01/2022;ALM A4 03/01/2022 (V.CONTEINER BANK CASSIO);;
ENCODER EN5990 TANDBERG;EN5990;TB16128;4634;CONTEINER BAND;ALMOX-A4;17/08/2023;ALM A4 03/01/2022 (V.CONTEINER BANK CASSIO);;
ENCODER EN5990 TANDBERG;EN5990;TB13871;4639;CONTEINER BAND;ALMOX-A4;17/08/2023;ALM A4 03/01/2022 (V.CONTEINER BANK CASSIO);;
ENCODER EN5990 TANDBERG;EN5990;TB12613;4633;CONTEINER BAND;ALMOX-A4;17/08/2023;ALM A4 03/01/2022 (V.CONTEINER BANK CASSIO);;
ENCODER EN5990 TANDBERG;EN5990;TB13820;4637;CONTEINER BAND;ALMOX-A4;17/08/2023;ALM A4 03/01/2022 (V.CONTEINER BANK CASSIO);;
VT HDW-M2000  SONY;HDW-M2000;18980;4631;MCR;ALMOX;29/12/2021;ALM RACK 29/12/2021 V.MCR KLEBERSON;;
BISS SCRAMB TS9010 TEC SYS;TS9010;AKFATT00009 DANFE 5434;4623;MCR;ALMOX-A2;07/08/2023;ALM A2 28/12/2021 V.MCR ANDRESS (INVT 08/2023);;
RECEPTOR TS7200-HD TEC SYS;TS 7200-HD;DJEH00075;4624;MCR;ALMOX-A2;07/08/2023;ALM A2 28/12/2021 V.MCR ANDRESS  (INVT 08/2023);;
RECEPTOR TS7200-S2 TEC SYS;TS 7200-S2;FJEE00095;4626;MCR;ALMOX-A2;07/08/2023;ALM A2 28/12/2021 V.MCR ANDRESS (INVT 08/2023);;
RECEPTOR TS7200-S2 TEC SYS;TS 7200-S2;FJEE00091;4625;MCR;ALMOX-A2;07/08/2023;ALM A2 28/12/2021 V.MCR ANDRESS (INVT 08/2023);;
DISTRIB.GECKOFLEX8900 GRASSVAL;GECKOFLEX8900;BE03499;4616;CASA.38;ALMOX;22/12/2021;ALM 22/12/2021 V. NONAS VILA MATILDE;;
MONITOR HLM-905WR IKEGAMI;HLM-905WR;;4612;INTV;ALMOX;22/12/2021;ALM C2 22/12/2021 (V C.38 JONAS);;
NOBREAK 9PX6KI EATON;9PX6KI;G203M03042;4579;NOVO;VILA MATILDE;21/12/2021;"SAIU V.MATILDE 21/12/2021 (AUT;KLEBERSON)";01/12/2021 NF: 2011611 - INGRAM;
